name,price,socket,form_factor,max_memory,memory_slots,color,has_integrated_cpu,primary_socket,ram_type,price_is_predicted
MSI PRO B650M-B,154.86,AM5,Micro ATX,96,2,Black,False,AM5,DDR5,False
MSI B450M PRO-VDH MAX,110.0,AM4,Micro ATX,64,4,Black / Silver,False,AM4,DDR4,False
Asus PRIME B650-PLUS,174.02,AM5,ATX,192,4,Black / Silver,False,AM5,DDR5,False
Asus PRIME Z790-P WIFI,249.99,LGA1700,ATX,192,4,Black / Silver,False,LGA1700,DDR5,False
Gigabyte Z890 AORUS ELITE WIFI7,245.4,LGA1851,ATX,256,4,Black,False,LGA1851,DDR5,False
Gigabyte B450M DS3H WIFI,127.21639556887317,AM4,Micro ATX,128,4,Brown / Black,False,AM4,DDR4,True
Asus TUF GAMING Z890-PLUS WIFI,260.0,LGA1851,ATX,192,4,Black,False,LGA1851,DDR5,False
ASRock B850M-X,111.98,AM5,Micro ATX,128,2,Black / White,False,AM5,DDR5,False
Asus TUF GAMING Z790-PRO WIFI,381.27562082511207,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,True
Asus ROG STRIX B650E-E GAMING WIFI,404.73,AM5,ATX,192,4,Black,False,AM5,DDR5,False
Gigabyte B850M DS3H,154.99,AM5,Micro ATX,256,4,Gray / Black,False,AM5,DDR5,False
ASRock B650M PG RIPTIDE WIFI,185.99,AM5,Micro ATX,256,4,Black,False,AM5,DDR5,False
MSI X870E GAMING PLUS WIFI,329.99,AM5,ATX,256,4,Black,False,AM5,DDR5,False
Gigabyte Z790 AORUS PRO X,329.99,LGA1700,ATX,192,4,Silver,False,LGA1700,DDR5,False
Gigabyte B650M D3HP,169.44,AM5,Micro ATX,192,4,Black,False,AM5,DDR5,False
Asus TUF GAMING A620M-PLUS WIFI,155.99,AM5,Micro ATX,192,4,Black / Orange,False,AM5,DDR5,False
Asus ProArt Z890-CREATOR WIFI,489.99,LGA1851,ATX,256,4,Black / Gold,False,LGA1851,DDR5,False
Gigabyte TRX40 AORUS XTREME,1062.9,sTRX4,XL ATX,256,8,Black / Silver,False,sTRX4,DDR4,False
Asus PRIME A520M-K,100.55627393720005,AM4,Micro ATX,64,2,Black / Silver,False,AM4,DDR4,True
ASRock B550 Phantom Gaming 4,99.99,AM4,ATX,128,4,Silver / Black,False,AM4,DDR4,False
Gigabyte X870 GAMING X WIFI7,259.99,AM5,ATX,256,4,Black,False,AM5,DDR5,False
MSI Z790 PROJECT ZERO,279.99,LGA1700,ATX,256,4,Silver / Black,False,LGA1700,DDR5,False
Asus TUF GAMING X870E-PLUS WIFI7,359.99,AM5,ATX,256,4,Black / Silver,False,AM5,DDR5,False
Asus X870 MAX GAMING WIFI7,233.65,AM5,ATX,256,4,Black,False,AM5,DDR5,False
Asus ROG STRIX X570-E GAMING WIFI II,495.31,AM4,ATX,128,4,Black,False,AM4,DDR4,False
Gigabyte Z790M AORUS ELITE AX ICE,199.99,LGA1700,Micro ATX,192,4,White / Silver,False,LGA1700,DDR5,False
Gigabyte Z890M AORUS ELITE WIFI7 ICE,189.95,LGA1851,Micro ATX,256,4,White / Silver,False,LGA1851,DDR5,False
MSI B760 GAMING PLUS WIFI DDR4,243.73,LGA1700,ATX,128,4,Black / Silver,False,LGA1700,DDR4,False
Gigabyte B760I AORUS PRO,199.99,LGA1700,Mini ITX,96,2,Silver / Black,False,LGA1700,DDR5,False
Gigabyte X870 AORUS STEALTH ICE,309.99,AM5,ATX,256,4,White,False,AM5,DDR5,False
Asus PRIME Z390-A,244.48,LGA1151,ATX,128,4,Silver / Black,False,LGA1151,DDR4,False
Asus H110M-K,173.25,LGA1151,Micro ATX,32,2,Black / Gold,False,LGA1151,DDR4,False
Gigabyte B550 AORUS ELITE V2,190.78,AM4,ATX,128,4,Black,False,AM4,DDR4,False
MSI B450 TOMAHAWK,232.03154584361417,AM4,ATX,64,4,Black / Silver,False,AM4,DDR4,True
Asus PRIME B450M-K II,111.64,AM4,Micro ATX,64,2,Black,False,AM4,DDR4,False
Asus ROG STRIX Z690-E GAMING WIFI,361.52,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
Asus PRIME B550-PLUS,169.78,AM4,ATX,128,4,Black / White,False,AM4,DDR4,False
Asus TUF GAMING B450-PLUS II,192.85,AM4,ATX,128,4,Black,False,AM4,DDR4,False
MSI PRO B760M-P,124.98,LGA1700,Micro ATX,192,4,Black,False,LGA1700,DDR5,False
MSI B760M PROJECT ZERO,206.99,LGA1700,Micro ATX,256,4,Silver / Black,False,LGA1700,DDR5,False
MSI PRO Z690-A DDR4,355.1899326687469,LGA1700,ATX,128,4,Black / Silver,False,LGA1700,DDR4,True
Asus ROG MAXIMUS Z890 HERO,619.99,LGA1851,ATX,192,4,Black,False,LGA1851,DDR5,False
Gigabyte B850 EAGLE WIFI7 ICE,342.89,AM5,ATX,256,4,White,False,AM5,DDR5,False
ASRock B450M Pro4,127.21639556887317,AM4,Micro ATX,128,4,Black / Silver,False,AM4,DDR4,True
ASRock B650M PG Lightning,192.99,AM5,Micro ATX,256,4,Silver / Black,False,AM5,DDR5,False
Gigabyte B650E AORUS STEALTH ICE,422.04,AM5,ATX,192,4,White / Silver,False,AM5,DDR5,False
MSI PRO H610M-G WIFI DDR4,119.99,LGA1700,Micro ATX,64,2,Black / Silver,False,LGA1700,DDR4,False
Gigabyte B850M EAGLE WIFI6E ICE,164.99,AM5,Micro ATX,256,4,White,False,AM5,DDR5,False
ASRock A520M-ITX/ac,150.01,AM4,Mini ITX,64,2,Black / Silver,False,AM4,DDR4,False
ASRock B850 Pro RS,177.99,AM5,ATX,256,4,Silver / Black,False,AM5,DDR5,False
Gigabyte Z390 AORUS PRO WIFI,299.99,LGA1151,ATX,128,4,Black / Silver,False,LGA1151,DDR4,False
Asus PRIME B650M-A II-CSM,159.99,AM5,Micro ATX,192,4,Silver / Black,False,AM5,DDR5,False
MSI MPG X670E CARBON WIFI,479.99,AM5,ATX,192,4,Black,False,AM5,DDR5,False
Gigabyte B560M DS3H AC,207.3117137323357,LGA1200,Micro ATX,128,4,Black,False,LGA1200,DDR4,True
ASRock Z790 Lightning WiFi,273.74238558959206,LGA1700,ATX,256,4,Silver / Black,False,LGA1700,DDR5,True
Asus PRIME A520M-A II/CSM,78.86,AM4,Micro ATX,128,4,Silver / Black,False,AM4,DDR4,False
Asus X870 AYW GAMING WIFI W,219.99,AM5,ATX,256,4,White / Silver,False,AM5,DDR5,False
ASRock H470M-HVS,59.99,LGA1200,Micro ATX,64,2,Black / Silver,False,LGA1200,DDR4,False
ASRock A620M Pro RS,154.16,AM5,Micro ATX,256,4,Silver / Black,False,AM5,DDR5,False
MSI MAG B860 TOMAHAWK WIFI,169.99,LGA1851,ATX,256,4,Black / Yellow,False,LGA1851,DDR5,False
MSI MPG B650 EDGE WIFI,179.99,AM5,ATX,192,4,Black / Silver,False,AM5,DDR5,False
Asus ROG STRIX B760-A GAMING WIFI,229.99,LGA1700,ATX,192,4,Silver / Black,False,LGA1700,DDR5,False
Asus TUF GAMING B650M-PLUS,243.5887520686535,AM5,Micro ATX,192,4,Black,False,AM5,DDR5,True
ASRock B450M/AC,84.29,AM4,Micro ATX,64,4,Black,False,AM4,DDR4,False
Asus ROG STRIX B850-G GAMING WIFI,259.99,AM5,Micro ATX,256,4,White,False,AM5,DDR5,False
ASRock B650 Pro RS WiFi,160.98,AM5,ATX,256,4,Silver / Black,False,AM5,DDR5,False
Gigabyte H610M H V3 DDR4,130.93,LGA1700,Micro ATX,64,2,Black / Silver,False,LGA1700,DDR4,False
Asus ROG STRIX Z790-F GAMING WIFI II,579.99,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
Asus PRIME B650M-K,188.27,AM5,Micro ATX,96,2,Silver / Black,False,AM5,DDR5,False
MSI MAG B760M MORTAR WIFI II,199.98,LGA1700,Micro ATX,192,4,Silver / Black,False,LGA1700,DDR5,False
Asus PRIME A620M-K,144.63,AM5,Micro ATX,96,2,Black / Silver,False,AM5,DDR5,False
Asus PRIME Z390-P,188.65,LGA1151,ATX,128,4,Silver / Black,False,LGA1151,DDR4,False
Gigabyte H410M H V2,108.61,LGA1200,Micro ATX,64,2,Gray / Black,False,LGA1200,DDR4,False
MSI MEG X670E ACE,369.99,AM5,EATX,192,4,Black / Gold,False,AM5,DDR5,False
Asus PRIME B550M-A AC,109.99,AM4,Micro ATX,128,4,Black / Silver,False,AM4,DDR4,False
MSI B450 Gaming Plus MAX,162.0,AM4,ATX,128,4,Red / Black,False,AM4,DDR4,False
Asus TUF GAMING B550-PLUS,207.05,AM4,ATX,128,4,Black,False,AM4,DDR4,False
ASRock A520M-HVS,85.67,AM4,Micro ATX,64,2,Black / Silver,False,AM4,DDR4,False
Asus PRIME B450M-A,127.78,AM4,Micro ATX,64,4,Black,False,AM4,DDR4,False
NZXT N7 Z790,299.99,LGA1700,ATX,192,4,White / Black,False,LGA1700,DDR5,False
MSI PRO Z790-P WIFI DDR4,205.0,LGA1700,ATX,128,4,Black / Silver,False,LGA1700,DDR4,False
Gigabyte A520 AORUS ELITE,135.14,AM4,ATX,128,4,Black / Orange,False,AM4,DDR4,False
Gigabyte A620M GAMING X,188.99,AM5,Micro ATX,192,4,Brown / Gray,False,AM5,DDR5,False
Gigabyte Z790 AORUS PRO X WIFI7,299.99,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
Asus ROG STRIX X670E-A GAMING WIFI,264.99,AM5,ATX,192,4,Silver / Black,False,AM5,DDR5,False
ASRock B850 Pro RS WiFi,189.99,AM5,ATX,256,4,Silver / Black,False,AM5,DDR5,False
MSI MPG Z790 EDGE WIFI,209.0,LGA1700,ATX,192,4,Silver / Black,False,LGA1700,DDR5,False
Gigabyte B650M GAMING X AX,189.38458794492954,AM5,Micro ATX,192,4,Black,False,AM5,DDR5,True
Gigabyte B450 AORUS PRO WIFI (rev. 1.0),227.26,AM4,ATX,64,4,Black / Silver,False,AM4,DDR4,False
Gigabyte B550M DS3H R2,129.3038050600225,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,True
Gigabyte B850M AORUS ELITE WIFI6E,307.15,AM5,Micro ATX,256,4,Black,False,AM5,DDR5,False
ASRock B450 Pro4 R2.0,129.91,AM4,ATX,128,4,Black,False,AM4,DDR4,False
Asus PRIME B660-PLUS D4,179.99,LGA1700,ATX,128,4,Silver / Black,False,LGA1700,DDR5,False
MSI MEG Z890 GODLIKE,1081.99,LGA1851,EATX,256,4,Black,False,LGA1851,DDR5,False
Biostar B450MHP,,AM4,Micro ATX,64,2,Black / Silver,False,AM4,DDR4,False
ASRock B550M Pro RS,129.3038050600225,AM4,Micro ATX,128,4,White,False,AM4,DDR4,True
ASRock B550M Phantom Gaming 4,99.99,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,False
MSI PRO B860M-A WIFI,159.99,LGA1851,Micro ATX,256,4,Silver / Black,False,LGA1851,DDR5,False
Asus ROG Crosshair VIII Dark Hero,730.56,AM4,ATX,128,4,Black / Silver,False,AM4,DDR4,False
MSI PRO B760-P II,239.38,LGA1700,ATX,256,4,Black / Silver,False,LGA1700,DDR5,False
Asus ROG STRIX X670E-F GAMING WIFI,418.0,AM5,ATX,192,4,Black / Silver,False,AM5,DDR5,False
MSI MPG X570 GAMING EDGE WIFI,451.6075617287118,AM4,ATX,128,4,Black / Silver,False,AM4,DDR4,True
Gigabyte B850 AORUS STEALTH ICE,264.99,AM5,ATX,256,4,White,False,AM5,DDR5,False
MSI MPG Z490 GAMING EDGE WIFI,438.88,LGA1200,ATX,128,4,Black / Silver,False,LGA1200,DDR4,False
Gigabyte B850 EAGLE ICE,271.76,AM5,ATX,256,4,White,False,AM5,DDR5,False
Gigabyte B850M D3HP,196.72,AM5,Micro ATX,256,4,Gray / Black,False,AM5,DDR5,False
Gigabyte H610I,129.99,LGA1700,Mini ITX,64,2,Black,False,LGA1700,DDR5,False
MSI PRO Z790-VC WIFI,179.99,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
Asus ROG MAXIMUS Z790 HERO,655.54,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
MSI Z890 GAMING PLUS WIFI,266.99,LGA1851,ATX,256,4,Black,False,LGA1851,DDR5,False
ASRock B860 Pro-A,139.99,LGA1851,ATX,256,4,Black,False,LGA1851,DDR5,False
Asus ROG STRIX Z890-A GAMING WIFI,392.08,LGA1851,ATX,256,4,White,False,LGA1851,DDR5,False
Gigabyte TRX40 AORUS MASTER,530.0,sTRX4,EATX,256,8,Black / Silver,False,sTRX4,DDR4,False
Asus PRIME H610M-K D4,115.06,LGA1700,Micro ATX,64,2,Silver / Black,False,LGA1700,DDR5,False
ASRock Z790M-ITX WIFI,199.99,LGA1700,Mini ITX,96,2,Black,False,LGA1700,DDR5,False
Asus PRIME B550M-K,135.0,AM4,Micro ATX,128,4,Black / White,False,AM4,DDR4,False
Supermicro MBD-X10DAX,900.0,2 x LGA2011-3,EATX,2048,16,Green / Black,False,LGA2011-3,DDR4,False
Asus PRIME B760M-A WIFI D4,183.50804380952263,LGA1700,Micro ATX,128,4,Silver / Black,False,LGA1700,DDR5,True
Asus ROG STRIX Z390-E GAMING,340.0,LGA1151,ATX,128,4,Black,False,LGA1151,DDR4,False
Asus PRIME B450-PLUS,168.31,AM4,ATX,64,4,Black / Silver,False,AM4,DDR4,False
Asus TUF GAMING B560M-PLUS WIFI,319.48938373889445,LGA1200,Micro ATX,128,4,Gold / Black,False,LGA1200,DDR4,True
Gigabyte B450M DS3H V2,127.21639556887317,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,True
Asus ROG MAXIMUS Z890 EXTREME,849.0,LGA1851,EATX,192,4,Black,False,LGA1851,DDR5,False
Asus Z890 AYW GAMING WIFI W,219.99,LGA1851,ATX,192,4,White,False,LGA1851,DDR5,False
Asus PRIME H510M-K,108.0,LGA1200,Micro ATX,64,2,Black / Silver,False,LGA1200,DDR4,False
NZXT N7 B650E,208.54530682431215,AM5,ATX,128,4,Black,False,AM5,DDR5,True
Gigabyte GA-A320M-S2H,209.50571649309842,AM4,Micro ATX,64,2,Black,False,AM4,DDR4,True
ASRock TRX40 Creator,,sTRX4,ATX,256,8,Black / Silver,False,sTRX4,DDR4,False
Asus ProArt X670E-CREATOR WIFI,304.858323900655,AM5,ATX,192,4,Black / Copper,False,AM5,DDR5,True
Asus TUF GAMING Z690-PLUS WIFI,219.99,LGA1700,ATX,192,4,Black / Gray,False,LGA1700,DDR5,False
MSI MAG Z690 TOMAHAWK WIFI DDR4,399.0,LGA1700,ATX,128,4,Black / Silver,False,LGA1700,DDR4,False
MSI A320M-A PRO,209.50571649309842,AM4,Micro ATX,64,2,Black,False,AM4,DDR4,True
Gigabyte B850 AI TOP,319.99,AM5,ATX,256,4,Black,False,AM5,DDR5,False
ASRock B760 Pro RS,176.75,LGA1700,ATX,192,4,Silver / Black,False,LGA1700,DDR5,False
NZXT N7 Z790,271.31,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
Gigabyte H610M K V2,114.74,LGA1700,Micro ATX,96,2,Brown / Black,False,LGA1700,DDR5,False
Asus PRIME Z790-A WIFI,299.99,LGA1700,ATX,192,4,Black / Silver,False,LGA1700,DDR5,False
Gigabyte B550 EAGLE,147.45,AM4,ATX,128,4,Black,False,AM4,DDR4,False
NZXT N7 B550,142.33379349783152,AM4,ATX,128,4,White / Black,False,AM4,DDR4,True
MSI MPG X570 GAMING PLUS,512.22,AM4,ATX,128,4,Black / Red,False,AM4,DDR4,False
Asus PRIME B660M-A WIFI D4,196.832694431107,LGA1700,Micro ATX,128,4,Silver / Black,False,LGA1700,DDR5,True
Gigabyte X570 AORUS ELITE WIFI,368.0,AM4,ATX,128,4,Black,False,AM4,DDR4,False
ASRock B550M Steel Legend,164.84,AM4,Micro ATX,128,4,Silver / Black,False,AM4,DDR4,False
Asus PRIME B650M-R,182.42,AM5,Micro ATX,96,2,Silver / Black,False,AM5,DDR5,False
Asus ROG STRIX Z790-E GAMING WIFI II,445.2,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
Asus X870 MAX GAMING WIFI7 W,235.84,AM5,ATX,256,4,White,False,AM5,DDR5,False
ASRock X670E Steel Legend,512.24,AM5,ATX,256,4,Black / White,False,AM5,DDR5,False
Gigabyte X670 GAMING X AX V2,229.95,AM5,ATX,192,4,Black / Gray,False,AM5,DDR5,False
Asus PRIME B760-PLUS D4,172.99,LGA1700,ATX,128,4,Silver / Black,False,LGA1700,DDR5,False
Gigabyte B550M DS3H AC R2,109.99,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,False
ASRock X570 Phantom Gaming-ITX/TB3,446.24827201321887,AM4,Mini ITX,64,2,Black / Silver,False,AM4,DDR4,True
MSI PRO Z690-A WIFI,332.4535609935055,LGA1700,ATX,192,4,Black / Silver,False,LGA1700,DDR5,True
Asus PRIME X570-P,358.29,AM4,ATX,128,4,Black / White,False,AM4,DDR4,False
Gigabyte B450 AORUS M,225.86751508438132,AM4,Micro ATX,128,4,Black / Gray,False,AM4,DDR4,True
MSI PRO A620M-B,161.13,AM5,Micro ATX,128,2,Black,False,AM5,DDR5,False
Gigabyte H610M K DDR4,130.4496284802125,LGA1700,Micro ATX,64,2,Black,False,LGA1700,DDR4,True
Asus ROG STRIX B550-I GAMING,260.1690477332801,AM4,Mini ITX,64,2,Black,False,AM4,DDR4,True
MSI Z490-A PRO,390.6234105839292,LGA1200,ATX,128,4,Black / Silver,False,LGA1200,DDR4,True
MSI B450 TOMAHAWK MAX II,225.86751508438132,AM4,ATX,128,4,Black / Silver,False,AM4,DDR4,True
Asus ProArt Z790-CREATOR WIFI,693.83,LGA1700,ATX,192,4,Black / Copper,False,LGA1700,DDR5,False
MSI PRO B760-VC WIFI IV,169.99,LGA1700,ATX,256,4,Black / Silver,False,LGA1700,DDR5,False
Asus ROG STRIX B550-F GAMING (WI-FI),223.32524523135814,AM4,ATX,128,4,Black,False,AM4,DDR4,True
MSI B550M-A PRO,116.67952728863528,AM4,Micro ATX,64,2,Black,False,AM4,DDR4,True
Asus ROG STRIX Z890-H GAMING WIFI,329.99,LGA1851,ATX,256,4,Black,False,LGA1851,DDR5,False
Asus TUF GAMING B760M-BTF WIFI,239.99,LGA1700,Micro ATX,192,4,Black,False,LGA1700,DDR5,False
MSI MPG Z890I EDGE TI WIFI,329.95,LGA1851,Mini ITX,128,2,White,False,LGA1851,DDR5,False
Gigabyte B660M DS3H DDR4,196.832694431107,LGA1700,Micro ATX,128,4,Black,False,LGA1700,DDR4,True
Asus TUF GAMING B550M-PLUS,157.99,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,False
ASRock B760M Pro RS,183.50804380952263,LGA1700,Micro ATX,192,4,Silver / Black,False,LGA1700,DDR5,True
Asus TUF GAMING X570-PRO WIFI II,486.1822367641556,AM4,ATX,128,4,Black,False,AM4,DDR4,True
Gigabyte H610I DDR4,161.13,LGA1700,Mini ITX,64,2,Black / Gray,False,LGA1700,DDR4,False
Gigabyte TRX40 AORUS PRO WIFI,476.0,sTRX4,ATX,256,8,Black / Orange,False,sTRX4,DDR4,False
Asus PRIME X670E-PRO WIFI,349.99,AM5,ATX,192,4,Silver / Black,False,AM5,DDR5,False
Asus PRIME B560M-A,219.99,LGA1200,Micro ATX,128,4,Silver / Black,False,LGA1200,DDR4,False
Asus PRIME H610M-A WIFI D4,130.4496284802125,LGA1700,Micro ATX,64,2,Black / Silver,False,LGA1700,DDR5,True
ASRock B760M-ITX/D4 WiFi,215.82,LGA1700,Mini ITX,64,2,Silver / Black,False,LGA1700,DDR5,False
ASRock B550M-C,129.3038050600225,AM4,Micro ATX,128,4,Black / Silver,False,AM4,DDR4,True
Asus PRO H610M-CT D4-CSM,89.99,LGA1700,Micro ATX,64,2,Green / Black,False,LGA1700,DDR5,False
Gigabyte B450 AORUS ELITE,232.03154584361417,AM4,ATX,64,4,Black / Silver,False,AM4,DDR4,True
ASRock A320M-HDV R4.0,205.4744741832139,AM4,Micro ATX,32,2,Black / White,False,AM4,DDR4,True
ASRock B850M Pro-A,199.13,AM5,Micro ATX,256,4,Black,False,AM5,DDR5,False
MSI MPG B760I EDGE WIFI,219.99,LGA1700,Mini ITX,96,2,Black / Silver,False,LGA1700,DDR5,False
MSI MPG Z390 GAMING EDGE AC,296.24,LGA1151,ATX,128,4,Black / Silver,False,LGA1151,DDR4,False
MSI X470 GAMING PLUS MAX,199.99,AM4,ATX,128,4,Black,False,AM4,DDR4,False
MSI MAG B550M MORTAR WIFI,129.3038050600225,AM4,Micro ATX,128,4,Silver / Black,False,AM4,DDR4,True
Asus TUF GAMING B450M-PLUS II,164.99,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,False
MSI PRO B840M-B,157.77,AM5,Micro ATX,128,2,Black,False,AM5,DDR5,False
ASRock Z790 PG SONIC,159.99,LGA1700,ATX,192,4,Black / Blue,False,LGA1700,DDR5,False
Asus TUF GAMING Z790-PLUS WIFI D4,229.99,LGA1700,ATX,128,4,Black,False,LGA1700,DDR5,False
Gigabyte B650 UD AX (rev. 1.0),169.99,AM5,ATX,192,4,Black / Gray,False,AM5,DDR5,False
Asus PRIME B650M-A WIFI II-CSM,189.38458794492954,AM5,Micro ATX,192,4,Silver / Black,False,AM5,DDR5,True
MSI MPG Z790 EDGE TI MAX WIFI,399.0,LGA1700,ATX,192,4,Silver / Black,False,LGA1700,DDR5,False
Asus PRIME Z890M-PLUS WIFI,229.99,LGA1851,Micro ATX,192,4,Black / Silver,False,LGA1851,DDR5,False
Asus Z790-AYW WIFI W,273.74238558959206,LGA1700,ATX,192,4,White,False,LGA1700,DDR5,True
Asus PRIME A620-PLUS WIFI6,156.43894474417053,AM5,ATX,192,4,Silver / Black,False,AM5,DDR5,True
Asus PRIME B550M-K ARGB,116.67952728863528,AM4,Micro ATX,64,2,Black,False,AM4,DDR4,True
Gigabyte B760M DS3H AX DDR4,178.81,LGA1700,Micro ATX,128,4,Black,False,LGA1700,DDR4,False
Gigabyte B760 GAMING X DDR4,355.26,LGA1700,ATX,128,4,Black,False,LGA1700,DDR4,False
MSI MPG Z390 GAMING PLUS,259.0,LGA1151,ATX,128,4,Black / Red,False,LGA1151,DDR4,False
MSI MPG Z490 GAMING PLUS,337.04,LGA1200,ATX,128,4,Black / Silver,False,LGA1200,DDR4,False
Asus PRIME H510M-A,152.09,LGA1200,Micro ATX,64,2,Black / Silver,False,LGA1200,DDR4,False
MSI B650M BOMBER WIFI,169.1700641205207,AM5,Micro ATX,128,2,Black / Silver,False,AM5,DDR5,True
Asus PRIME B760M-A WIFI-CSM,183.50804380952263,LGA1700,Micro ATX,128,4,Silver / Black,False,LGA1700,DDR5,True
MSI B450-A PRO MAX,240.73,AM4,ATX,64,4,Brown / Black,False,AM4,DDR4,False
Asus PRIME Z890-P WIFI,239.99,LGA1851,ATX,192,4,Black / Silver,False,LGA1851,DDR5,False
MSI MAG X570 TOMAHAWK WIFI,486.1822367641556,AM4,ATX,128,4,Black,False,AM4,DDR4,True
Gigabyte Z390 UD,189.99,LGA1151,ATX,128,4,Black / Silver,False,LGA1151,DDR4,False
ASRock Z890I Nova WiFi,299.99,LGA1851,Mini ITX,128,2,Black,False,LGA1851,DDR5,False
ASRock 970M PRO3,69.98,AM3+/AM3,Micro ATX,64,4,Black,False,AM3+,DDR3,False
ASRock Z790 Steel Legend WiFi,319.0,LGA1700,ATX,192,4,Silver / Black,False,LGA1700,DDR5,False
Gigabyte X570 AORUS ELITE,349.0,AM4,ATX,128,4,Black / Silver,False,AM4,DDR4,False
Asus TUF GAMING B850M-PLUS,334.12,AM5,Micro ATX,192,4,Black,False,AM5,DDR5,False
Gigabyte B650 UD AC,169.99,AM5,ATX,192,4,Black / Gray,False,AM5,DDR5,False
Gigabyte X670E AORUS PRO X,385.3964948346758,AM5,ATX,192,4,White / Silver,False,AM5,DDR5,True
MSI MPG Z890 CARBON WIFI,499.99,LGA1851,ATX,256,4,Black,False,LGA1851,DDR5,False
Gigabyte B760M D3HP WIFI6,232.01,LGA1700,Micro ATX,192,4,Gray / Black,False,LGA1700,DDR5,False
ASRock B450 Steel Legend,172.0,AM4,ATX,64,4,Black / Silver,False,AM4,DDR4,False
Gigabyte B450 I AORUS PRO WIFI,238.96736857721777,AM4,Mini ITX,64,2,Black / Silver,False,AM4,DDR4,True
ASRock B850M-X R2.0,161.56089447730653,AM5,Micro ATX,128,2,Black / White,False,AM5,DDR5,True
Asus ROG MAXIMUS Z890 HERO BTF,699.99,LGA1851,ATX,256,4,Black,False,LGA1851,DDR5,False
Asus PRIME Z270-A,453.5753305383476,LGA1151,ATX,64,4,Black / White,False,LGA1151,DDR4,True
Asus ROG STRIX Z490-E GAMING,363.66,LGA1200,ATX,128,4,Black,False,LGA1200,DDR4,False
Asus TUF GAMING A520M-PLUS II,130.24,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,False
MSI PRO B550-VC,142.33379349783152,AM4,ATX,128,4,Black,False,AM4,DDR4,True
Asus TUF GAMING B860M-PLUS WIFI,209.99,LGA1851,Micro ATX,256,4,Black / Silver,False,LGA1851,DDR5,False
Gigabyte Z790 AORUS MASTER X,444.0,LGA1700,EATX,192,4,Black,False,LGA1700,DDR5,False
ASRock B860M-X,119.99,LGA1851,Micro ATX,128,2,Silver / Black,False,LGA1851,DDR5,False
MSI MPG B550 GAMING EDGE WIFI,142.33379349783152,AM4,ATX,128,4,Black / Silver,False,AM4,DDR4,True
Gigabyte A620M DS3H,156.43894474417053,AM5,Micro ATX,192,4,Gray / Black,False,AM5,DDR5,True
ASRock X570 Phantom Gaming 4,270.44,AM4,ATX,128,4,Black / Silver,False,AM4,DDR4,False
Gigabyte X570 I AORUS PRO WIFI,400.0,AM4,Mini ITX,64,2,Black / Silver,False,AM4,DDR4,False
ASRock B450 Pro4,121.55,AM4,ATX,64,4,Black / Silver,False,AM4,DDR4,False
Asus ROG STRIX Z690-A GAMING WIFI D4,309.99,LGA1700,ATX,128,4,Silver / Black,False,LGA1700,DDR5,False
Gigabyte B860I AORUS PRO ICE,209.99,LGA1851,Mini ITX,128,2,White / Silver,False,LGA1851,DDR5,False
ASRock B650E PG-ITX WIFI,349.99,AM5,Mini ITX,96,2,Black / Red,False,AM5,DDR5,False
MSI B450M MORTAR MAX,127.21639556887317,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,True
Gigabyte H610M S2H V2 DDR4,99.99,LGA1700,Micro ATX,64,2,Black / Gray,False,LGA1700,DDR4,False
Asus PRIME X570-PRO,429.0,AM4,ATX,128,4,Black / White,False,AM4,DDR4,False
Biostar B650MT,125.0,AM5,Micro ATX,96,2,Black / Silver,False,AM5,DDR5,False
ASRock B550 Pro4,161.99,AM4,ATX,128,4,Silver / Black,False,AM4,DDR4,False
MSI PRO B550M-P GEN3,95.95,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,False
MSI MEG X570 UNIFY,399.0,AM4,ATX,128,4,Black,False,AM4,DDR4,False
Gigabyte H610M H V2,130.4496284802125,LGA1700,Micro ATX,96,2,Brown / Black,False,LGA1700,DDR5,True
Asus X99-DELUXE II,599.0,LGA2011-3,ATX,128,8,Black / White,False,LGA2011-3,DDR4,False
Asus ROG Strix X570-I Gaming,538.99,AM4,Mini ITX,64,2,Black,False,AM4,DDR4,False
MSI PRO B660M-A WIFI DDR4,196.832694431107,LGA1700,Micro ATX,128,4,Black / Silver,False,LGA1700,DDR4,True
MSI PRO Z790-S WIFI,194.0,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
Gigabyte B650M AORUS ELITE,204.73,AM5,Micro ATX,192,4,Black,False,AM5,DDR5,False
