name,price,type,color,psu,side_panel,external_volume,internal_35_bays,form_factor_family,has_builtin_psu,estimated_max_gpu_length,is_estimated_gpu_clearance
Cooler Master MasterBox MB600L V2 w/ODD,,ATX Mid Tower,Black,0.0,Unknown,42.7,2,ATX,True,350,True
Zalman Z1 Iceberg,,MicroATX Mid Tower,White,0.0,Tempered Glass,38.5,2,MicroATX,True,330,True
Thermaltake Core G3,,ATX Mid Tower,Black,0.0,Acrylic,23.6,2,ATX,True,350,True
MagniumGear NEO QUBE 2 Infinity Mirror,,ATX Mid Tower,Black,0.0,Tempered Glass,55.9,2,ATX,True,350,True
MSI MAG FORGE 130A AIRFLOW,,ATX Mid Tower,Black,0.0,Tempered Glass,43.0,2,ATX,True,350,True
Antec ISK 110 VESA,,Mini ITX Desktop,Black / Silver,90.0,Unknown,3.7,0,Mini ITX,True,280,True
Thermaltake Versa H22,,ATX Mid Tower,Black,500.0,Unknown,42.8,0,ATX,True,350,True
Fractal Design Define R5,,ATX Mid Tower,White,0.0,Unknown,54.2,8,ATX,True,350,True
Corsair Carbide Series 400R,,ATX Mid Tower,Black,0.0,Unknown,53.5,6,ATX,True,350,True
Corsair Obsidian Series 350D Window,,MicroATX Mid Tower,Black,0.0,Acrylic,41.4,2,MicroATX,True,330,True
Fractal Design Arc Mini R2,,MicroATX Mini Tower,Black,0.0,Acrylic,41.1,6,MicroATX,True,300,True
Enermax OSTROG,,ATX Mid Tower,Black / Red,0.0,Acrylic,43.8,5,ATX,True,350,True
NZXT S340 Razer,,ATX Mid Tower,Black / Green,0.0,Acrylic,38.4,3,ATX,True,350,True
Phanteks Enthoo EVOLV ATX TG,,ATX Mid Tower,Black,0.0,Tinted Tempered Glass,45.8,5,ATX,True,350,True
NZXT H400i,,MicroATX Mini Tower,Black / White,0.0,Tempered Glass,36.9,1,MicroATX,True,300,True
Lian Li PC-O11 Air,,ATX Full Tower,Black,0.0,Tempered Glass,60.2,3,ATX,True,400,True
Cooler Master MasterBox TD500,,ATX Mid Tower,Black,0.0,Acrylic,50.1,2,ATX,True,350,True
SilentiumPC Signum SG1X TG RGB,,ATX Mid Tower,Black,0.0,Tempered Glass,39.9,2,ATX,True,350,True
Antec CX300 RGB ELITE,,ATX Mid Tower,White,0.0,Tempered Glass,44.9,2,ATX,True,350,True
darkFlash DK415P,,MicroATX Mini Tower,Black,0.0,Tempered Glass,39.7,2,MicroATX,True,300,True
Fractal Design Core 1000,77.27,MicroATX Mini Tower,Black,0.0,Unknown,26.1,2,MicroATX,True,300,True
Thermaltake Ceres 500,109.66,ATX Mid Tower,White,0.0,Tempered Glass,65.3,2,ATX,True,350,True
Jonsbo D41 STD Screen,,ATX Mid Tower,Black,0.0,Tempered Glass,35.4,2,ATX,True,350,True
Jonsbo RM2,,ATX Mid Tower,Silver,0.0,Unknown,21.5,1,ATX,True,350,True
KOLINK Observatory Lite,,ATX Mid Tower,White / Black,0.0,Tempered Glass,33.4,2,ATX,True,350,True
Inter-Tech C-501 Aspect,,MicroATX Mid Tower,Black,0.0,Tempered Glass,41.1,2,MicroATX,True,330,True
Xilence Xilent X,,ATX Mid Tower,Unknown,0.0,Tempered Glass,51.3,2,ATX,True,350,True
Asus A23 PLUS,129.0,MicroATX Mid Tower,Black,0.0,Tempered Glass,47.4,2,MicroATX,True,330,True
Cougar MG140 Air RGB,,MicroATX Mini Tower,Black / Gray,0.0,Tempered Glass,35.3,2,MicroATX,True,300,True
NOX Hummer TGM,,ATX Mid Tower,Unknown,0.0,Tempered Glass,36.6,2,ATX,True,350,True
NZXT H510i All Might,249.99,ATX Mid Tower,Blue / Red,0.0,Tempered Glass,41.3,2,ATX,True,350,True
Antec NX200M,,MicroATX Mid Tower,White,0.0,Tempered Glass,35.4,2,MicroATX,True,330,True
ADATA XPG Battlecruiser,160.0,ATX Mid Tower,Black,0.0,Tempered Glass,55.2,2,ATX,True,350,True
Cooler Master Elite 502,,ATX Mid Tower,Black,0.0,Tempered Glass,52.4,2,ATX,True,350,True
Lian Li PC-A05N,,ATX Mini Tower,Black,0.0,Unknown,39.1,3,ATX,True,320,True
DIYPC Alpha-DB6,,ATX Test Bench,Black,0.0,Unknown,21.8,0,ATX,True,450,True
Zalman Z3 Plus,,ATX Mid Tower,Black,0.0,Acrylic,38.4,4,ATX,True,350,True
Zalman Z1 NEO,,ATX Mid Tower,Black,0.0,Acrylic,45.8,4,ATX,True,350,True
Cooler Master MasterBox MB500,,ATX Mid Tower,Black,0.0,Tempered Glass,49.5,2,ATX,True,350,True
Corsair Carbide Series SPEC-06,,ATX Mid Tower,White,0.0,Tempered Glass,45.8,2,ATX,True,350,True
SaharaGaming P35,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Rosewill SPECTRA C100,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Fractal Design Meshify S2,,ATX Mid Tower,White / Black,0.0,Tempered Glass,58.3,3,ATX,True,350,True
Deepcool Matrexx 55 V3,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Jonsbo Jonsplus i100 Pro,,Mini ITX Desktop,Black,0.0,Tempered Glass,25.9,1,Mini ITX,True,280,True
KOLINK Castle,,ATX Mid Tower,Black,0.0,Tempered Glass,35.4,2,ATX,True,350,True
Fractal Design Ridge PCIe 3.0,,Mini ITX Tower,White,0.0,Mesh,16.3,0,Mini ITX,True,320,True
Segotep Phoenix T1,,ATX Mid Tower,Black,0.0,Tempered Glass,65.5,2,ATX,True,350,True
Montech KING 95 PRO,,ATX Mid Tower,Pink,0.0,Tempered Glass,63.0,5,ATX,True,350,True
Aerocool Viewport Mini V1,,MicroATX Mini Tower,Black,0.0,Tempered Glass,35.0,1,MicroATX,True,300,True
Geometric Future Model 6,99.9,ATX Mid Tower,Black / Yellow,0.0,Tinted Tempered Glass,43.5,4,ATX,True,350,True
GameMax Mini Abyss H608,,MicroATX Mid Tower,Black,0.0,Tempered Glass,32.3,2,MicroATX,True,330,True
Thermaltake Divider 300 TG,79.98,ATX Mid Tower,Black,0.0,Tempered Glass,48.2,2,ATX,True,350,True
ADATA XPG DEFENDER,106.84,ATX Mid Tower,Black,0.0,Tempered Glass,47.7,2,ATX,True,350,True
TRYX LUCA L70,249.99,ATX Mid Tower,White,0.0,Tempered Glass,80.9,0,ATX,True,350,True
MSI MAG PANO 120R PZ,235.4,ATX Mid Tower,Black,0.0,Tempered Glass,70.2,2,ATX,True,350,True
Cougar Archon 2 RGB,,ATX Mid Tower,White,0.0,Tempered Glass,37.5,2,ATX,True,350,True
Silverstone ALTA G1M,183.71,MicroATX Mid Tower,White,0.0,Unknown,35.4,4,MicroATX,True,330,True
Fractal Design Define 7 Compact,,ATX Mid Tower,White,0.0,Tempered Glass,42.5,2,ATX,True,350,True
KOLINK Unity Lateral ARGB,,ATX Mid Tower,Black,0.0,Tempered Glass,53.4,2,ATX,True,350,True
KOLINK Big Chungus UNIT,,ATX Full Tower,Black,0.0,Tempered Glass,146.1,2,ATX,True,400,True
Cooler Master MasterBox 540,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
KOLINK Inspire K11 ARGB,,ATX Mid Tower,Unknown,0.0,Tempered Glass,32.1,2,ATX,True,350,True
Corsair Carbide Series 500R,,ATX Mid Tower,White / Black,0.0,Unknown,54.2,6,ATX,True,350,True
Rosewill Zircon I,189.99,ATX Mid Tower,Black,0.0,Tempered Glass,43.4,2,ATX,True,350,True
Cooler Master HAF 700,,ATX Full Tower,White,0.0,Tempered Glass,83.6,9,ATX,True,400,True
APNX Creator C1 ChromaFlair,,ATX Mid Tower,Purple / Blue,0.0,Tempered Glass,53.6,3,ATX,True,350,True
Corsair Carbide Series Air 240,,MicroATX Mid Tower,White,0.0,Acrylic,32.8,3,MicroATX,True,330,True
Deepcool MATREXX 50 MESH 4FS,,ATX Mid Tower,Black,0.0,Tempered Glass,44.5,2,ATX,True,350,True
Thermaltake S250 TG ARGB,,ATX Mid Tower,Black,0.0,Tempered Glass,49.4,2,ATX,True,350,True
Apex MW-107V,,Mini ITX Tower,Black / White,60.0,Unknown,2.9,0,Mini ITX,True,320,True
Rosewill BLACKHAWK,,ATX Mid Tower,Black,0.0,Acrylic,55.1,6,ATX,True,350,True
Corsair Obsidian Series 550D,,ATX Mid Tower,Black,0.0,Unknown,57.7,6,ATX,True,350,True
Zalman Z11,,ATX Mid Tower,Black,0.0,Acrylic,68.0,5,ATX,True,350,True
NZXT H630,,ATX Full Tower,White,0.0,Unknown,74.8,8,ATX,True,400,True
Lian Li PC-A79,,ATX Full Tower,Silver,0.0,Unknown,74.8,6,ATX,True,400,True
Cooler Master CM Storm Scout 2 Advanced,,ATX Mid Tower,Black,0.0,Acrylic,61.6,7,ATX,True,350,True
NZXT H440,,ATX Mid Tower,Black / Green,0.0,Acrylic,53.3,8,ATX,True,350,True
In Win 303,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Cooler Master CM 590 III,,ATX Mid Tower,Black,0.0,Acrylic,45.1,4,ATX,True,350,True
NZXT H200i,,Mini ITX Tower,White / Black,0.0,Tempered Glass,27.3,1,Mini ITX,True,320,True
Cooler Master MasterCase H500P Mesh,,ATX Mid Tower,White,0.0,Acrylic,71.4,2,ATX,True,350,True
darkFlash DLM 21 Mesh,,MicroATX Mini Tower,Black,0.0,Tempered Glass,32.1,2,MicroATX,True,300,True
In Win Chopin Pro,,HTPC,Black,200.0,Mesh,4.4,0,,True,250,True
GALAX REV-06 ARGB,,ATX Mid Tower,Black,0.0,Tempered Glass,39.5,2,ATX,True,350,True
GameMax Black Hole,,ATX Mid Tower,Black,0.0,Tempered Glass,40.7,2,ATX,True,350,True
GAMDIAS NESO P1 PRO,,ATX Full Tower,White,0.0,Tempered Glass,75.2,2,ATX,True,400,True
Antec GX700,208.44,ATX Mid Tower,Black,0.0,Unknown,44.9,5,ATX,True,350,True
Antec P10 FLUX,106.99,ATX Mid Tower,Black,0.0,Unknown,45.8,3,ATX,True,350,True
Thermaltake CTE E660 MX,184.98,ATX Mid Tower,Blue / White,0.0,Tempered Glass,77.4,3,ATX,True,350,True
BGears ‎b-BlackWidow-RGB,85.47,ATX Mid Tower,Black,0.0,Tinted Tempered Glass,41.2,2,ATX,True,350,True
SHARKOON S1000,,MicroATX Mini Tower,Black,0.0,Unknown,35.5,2,MicroATX,True,300,True
CiT S015B,,MicroATX Desktop,Black,300.0,Unknown,11.9,2,MicroATX,True,280,True
In Win 301,,MicroATX Mini Tower,Black / Red,0.0,Tempered Glass,28.1,1,MicroATX,True,300,True
In Win A1 Plus,,Mini ITX Tower,White,650.0,Tempered Glass,21.8,0,Mini ITX,True,320,True
Fractal Design Define S,,ATX Mid Tower,Black,0.0,Acrylic,57.7,3,ATX,True,350,True
Antec NX400,,ATX Mid Tower,Black,0.0,Tempered Glass,45.5,2,ATX,True,350,True
Jonsbo V9,,MicroATX Mini Tower,Black,0.0,Tempered Glass,17.6,1,MicroATX,True,300,True
Thermaltake Core V71,,ATX Full Tower,Black,0.0,Acrylic,75.3,8,ATX,True,400,True
Jonsbo D40,,ATX Mid Tower,Black,0.0,Tempered Glass,31.6,3,ATX,True,350,True
Thermaltake V3 Black Edition,,ATX Mid Tower,Black,0.0,Acrylic,38.5,4,ATX,True,350,True
Zalman Z11 Plus,,ATX Mid Tower,Black,0.0,Acrylic,68.0,5,ATX,True,350,True
Cooler Master N200,,MicroATX Mini Tower,Black,500.0,Unknown,33.8,2,MicroATX,True,300,True
NZXT H700i,,ATX Mid Tower,Black,0.0,Tempered Glass,58.6,2,ATX,True,350,True
Cooler Master MasterBox TD500 Mesh White w/o Controller,,ATX Mid Tower,White,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Cougar MG120 G,,MicroATX Mini Tower,Black,0.0,Tempered Glass,31.35,2,MicroATX,True,300,True
darkFlash DLX21 Mesh,,ATX Mid Tower,White,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Lian Li A4-H20 A3,,Mini ITX Desktop,Silver / Black,0.0,Mesh,11.1,0,Mini ITX,True,280,True
Ocelot OGEC02,,ATX Mid Tower,Black,0.0,Tempered Glass,35.0,2,ATX,True,350,True
SSUPD Meshroom S,,ATX Mini Tower,Green,0.0,Mesh,14.9,0,ATX,True,320,True
darkFlash Space,,ATX Desktop,Black,0.0,Tempered Glass,48.6,2,ATX,True,300,True
SAMA AR01-RGB,,MicroATX Mini Tower,Black,0.0,Tempered Glass,46.2,2,MicroATX,True,300,True
DIYPC ARGB-Q1.V2,,MicroATX Mini Tower,Black,0.0,Tempered Glass,31.35,1,MicroATX,True,300,True
Chieftec UK-02B-OP,155.09,ATX Mid Tower,Black,0.0,Unknown,29.6,2,ATX,True,350,True
Thermaltake Ceres 350 MX,144.98,ATX Mid Tower,Green,0.0,Tempered Glass,52.5,1,ATX,True,350,True
Thermaltake View 270,,ATX Mid Tower,Blue,0.0,Tempered Glass,47.6,2,ATX,True,350,True
Apevia Destiny Pro,81.99,ATX Mid Tower,White / Black,0.0,Tempered Glass,42.0,2,ATX,True,350,True
Thermaltake Ceres 350 MX,119.99,ATX Mid Tower,White,0.0,Tempered Glass,52.5,1,ATX,True,350,True
YEYIAN Hussar Plus,,ATX Mid Tower,Black,0.0,Tempered Glass,33.5,1,ATX,True,350,True
Silverstone PS15,74.56,MicroATX Mid Tower,White,0.0,Tempered Glass,25.7,1,MicroATX,True,330,True
Silverstone FARA 511Z,103.99,ATX Mid Tower,Black,0.0,Tempered Glass,42.9,2,ATX,True,350,True
Antec NX210,,ATX Mid Tower,Black,0.0,Tempered Glass,36.9,1,ATX,True,350,True
Streacom DA2 V2,259.99,Mini ITX Desktop,Silver,0.0,Unknown,17.5,0,Mini ITX,True,280,True
Fractal Design Torrent,,ATX Mid Tower,Black,0.0,Tinted Tempered Glass,69.8,2,ATX,True,350,True
HYTE Y60 Hakos Baelz,280.0,ATX Mid Tower,Black / Red,0.0,Tempered Glass,60.0,2,ATX,True,350,True
Montech KING 95,,ATX Mid Tower,Blue / Black,0.0,Tempered Glass,63.0,5,ATX,True,350,True
Thermaltake Core P3,,ATX Mid Tower,Red,0.0,Tempered Glass,80.1,2,ATX,True,350,True
Lazer3D LZX-8 Stealth,,Mini ITX Desktop,Black,0.0,Unknown,8.6,0,Mini ITX,True,280,True
Fractal Design Define Mini C,,MicroATX Mid Tower,Black,0.0,Acrylic,35.7,2,MicroATX,True,330,True
Phanteks Enthoo EVOLV TG,,MicroATX Mini Tower,Black,0.0,Tinted Tempered Glass,41.7,2,MicroATX,True,300,True
NZXT H700,,ATX Mid Tower,Black,0.0,Tempered Glass,58.6,2,ATX,True,350,True
Corsair 110Q,,ATX Mid Tower,Black,0.0,Unknown,45.8,2,ATX,True,350,True
Fractal Design Define 7 Compact,,ATX Mid Tower,Black,0.0,Tinted Tempered Glass,42.5,2,ATX,True,350,True
GameMax Nova N6,,ATX Mid Tower,Black,0.0,Tempered Glass,37.6,2,ATX,True,350,True
Cooler Master HAF 932,,ATX Full Tower,Black,0.0,Acrylic,76.7,5,ATX,True,400,True
Fractal Design Define R3,,ATX Mid Tower,Black,0.0,Unknown,47.5,8,ATX,True,350,True
Linkworld 617-03-c2228U,,MicroATX Slim,Black / Silver,400.0,Unknown,16.2,1,MicroATX,True,240,True
be quiet! Silent Base 801,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,5,ATX,True,350,True
Montech Air 900 MESH,,ATX Mid Tower,Black,0.0,Tempered Glass,44.0,2,ATX,True,350,True
Thermaltake Level 20 HT,,ATX Full Tower,Black,0.0,Tempered Glass,144.3,4,ATX,True,400,True
Fractal Design Era ITX,,Mini ITX Desktop,Blue / Black,0.0,Tinted Tempered Glass,16.7,1,Mini ITX,True,280,True
Antec Dark Phantom DP502 Flux,,ATX Mid Tower,Black,0.0,Tempered Glass,49.5,3,ATX,True,350,True
ABKONCORE C750,,ATX Mid Tower,Black,0.0,Tempered Glass,32.3,2,ATX,True,350,True
Lian Li LANCOOL 205M,,MicroATX Mid Tower,White / Black,0.0,Tempered Glass,35.4,2,MicroATX,True,330,True
Geometric Future Model 5 Vent Fanless,109.9,ATX Mid Tower,Black,0.0,Tempered Glass,53.8,2,ATX,True,350,True
Montech AIR 1000 LITE,,ATX Mid Tower,White,0.0,Tempered Glass,45.3,2,ATX,True,350,True
ADATA XPG DEFENDER,96.74,ATX Mid Tower,White / Black,0.0,Tempered Glass,47.7,2,ATX,True,350,True
Streacom DA6,,Mini ITX Test Bench,Black / Silver,0.0,Unknown,19.9,4,Mini ITX,True,400,True
Inter-Tech IM-2 Expander,,MicroATX Mid Tower,Black,0.0,Mesh,30.7,6,MicroATX,True,330,True
Deepcool MACUBE 110,,MicroATX Mini Tower,Pink,0.0,Tempered Glass,38.8,2,MicroATX,True,300,True
Fractal Design Core 2500,,ATX Mid Tower,Black,0.0,Unknown,37.8,4,ATX,True,350,True
Cooler Master Masterbox 520,,ATX Mid Tower,Black,0.0,Tempered Glass,52.5,2,ATX,True,350,True
Cougar FV270,,ATX Mid Tower,Black,0.0,Tempered Glass,72.7,2,ATX,True,350,True
Corsair Crystal Series 280X,,MicroATX Mid Tower,White,0.0,Tempered Glass,35.4,2,MicroATX,True,330,True
Inter-Tech X-908 Infini2,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,3,ATX,True,350,True
Rosewill CHALLENGER,,ATX Mid Tower,Black,0.0,Unknown,38.4,5,ATX,True,350,True
In Win BL631.300TBL,,MicroATX Slim,Black,300.0,Unknown,11.6,2,MicroATX,True,240,True
Corsair Obsidian Series 650D,,ATX Mid Tower,Black,0.0,Acrylic,64.7,5,ATX,True,350,True
Fractal Design Define XL,,ATX Full Tower,Black,0.0,Unknown,72.6,10,ATX,True,400,True
Xigmatek Elysium Black Server Edition,,ATX Full Tower,Black,0.0,Unknown,93.9,8,ATX,True,400,True
Rosewill THOR V2,,ATX Full Tower,White / Black,0.0,Unknown,74.8,6,ATX,True,400,True
Silverstone Black Grandia GD01B-MXR-USB3.0,,HTPC,Black,0.0,Unknown,31.2,6,,True,250,True
NZXT Phantom 240,,ATX Mid Tower,Black / White,0.0,Acrylic,45.8,6,ATX,True,350,True
Lian Li PC-A51,,ATX Mini Tower,Black,0.0,Acrylic,23.2,5,ATX,True,320,True
BitFenix Nova,,ATX Mid Tower,Black,0.0,Unknown,45.8,4,ATX,True,350,True
In Win Chopin,,HTPC,Black,150.0,Unknown,22.0,0,,True,250,True
Thermaltake Core X5,,ATX Desktop,Black,0.0,Acrylic,92.8,4,ATX,True,300,True
Phanteks Eclipse P400S,,ATX Mid Tower,Black,0.0,Tinted Tempered Glass,45.9,2,ATX,True,350,True
Cooler Master Trooper SE,,ATX Full Tower,Black / Red,0.0,Tempered Glass,87.7,2,ATX,True,400,True
Montech AIR X Black,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Montech AIR X White,,ATX Mid Tower,White,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Cooler Master MasterBox NR600P,,ATX Mid Tower,Black,0.0,Unknown,45.8,3,ATX,True,350,True
GAMDIAS ARGUS E4 ELITE WH,,ATX Mid Tower,White / Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Asus TUF Gaming GT301 ZAKU II EDITION,,ATX Mid Tower,Red / Black,0.0,Tempered Glass,43.9,2,ATX,True,350,True
GAMDIAS ATHENA M6,,ATX Mid Tower,White,0.0,Tempered Glass,45.0,2,ATX,True,350,True
Lian Li O11 Air Mini Glass,,ATX Mid Tower,White,0.0,Tempered Glass,44.2,4,ATX,True,350,True
APNX V1,,ATX Mid Tower,White,0.0,Tempered Glass,70.4,2,ATX,True,350,True
KOLINK Inspire K9,,ATX Mid Tower,Black,0.0,Tempered Glass,30.8,2,ATX,True,350,True
Jonsbo D41 STD,,ATX Mid Tower,White,0.0,Tempered Glass,35.4,2,ATX,True,350,True
Montech KING 95,,ATX Mid Tower,Red / Black,0.0,Tempered Glass,63.0,5,ATX,True,350,True
Thermaltake Divider 200 TG Air Snow,149.96,MicroATX Mini Tower,White,0.0,Tempered Glass,51.6,3,MicroATX,True,300,True
Silverstone FARA H1M PRO,91.97,MicroATX Mini Tower,White / Black,0.0,Tempered Glass,30.1,2,MicroATX,True,300,True
Antec NX416L,,ATX Mid Tower,White,0.0,Tempered Glass,49.9,2,ATX,True,350,True
In Win IW-MS04,148.86,Mini ITX Desktop,Black,0.0,Unknown,15.9,4,Mini ITX,True,280,True
Thermaltake Divider 370 TG Snow ARGB,,ATX Mid Tower,White / Black,0.0,Tempered Glass,50.7,2,ATX,True,350,True
Chieftec BU-12B-300,,Mini ITX Tower,Black,300.0,Unknown,7.5,1,Mini ITX,True,320,True
KOLINK INSPIRE K5 RGB,,ATX Mid Tower,Black,0.0,Tempered Glass,37.0,2,ATX,True,350,True
Zalman S4 Plus,,ATX Mid Tower,Black,0.0,Tinted Acrylic,45.8,2,ATX,True,350,True
ENDORFY Signum 300 Core,,ATX Mid Tower,Black,0.0,Tempered Glass,39.9,2,ATX,True,350,True
be quiet! Silent Base 601,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,3,ATX,True,350,True
Thermaltake CTE C750 Air ARGB,,ATX Full Tower,Black,0.0,Tempered Glass,110.7,7,ATX,True,400,True
Silverstone PM02-G,158.71,ATX Mid Tower,Black / Red,0.0,Tempered Glass,49.3,3,ATX,True,350,True
Cougar Purity RGB,,MicroATX Mini Tower,Black,0.0,Tempered Glass,28.2,2,MicroATX,True,300,True
KOLINK Horizon,,ATX Mid Tower,Black,0.0,Tempered Glass,42.9,2,ATX,True,350,True
Aerocool Graphite v2,,ATX Mid Tower,Unknown,0.0,Tempered Glass,43.0,2,ATX,True,350,True
Thermaltake V250 TG ARGB Air,,ATX Mid Tower,Black,0.0,Tempered Glass,44.4,2,ATX,True,350,True
SSUPD Meshroom D,,Mini ITX Desktop,Gray,0.0,Mesh,15.0,3,Mini ITX,True,280,True
Zalman Z1,,ATX Mid Tower,Black,0.0,Unknown,45.8,4,ATX,True,350,True
Corsair Carbide Series 678C,,ATX Mid Tower,Black,0.0,Tempered Glass,65.2,6,ATX,True,350,True
Deepcool E-Shield,,ATX Mid Tower,Black,0.0,Tempered Glass,43.9,2,ATX,True,350,True
GAMDIAS TALOS E1,,MicroATX Mini Tower,Black,0.0,Tempered Glass,25.3,1,MicroATX,True,300,True
Fractal Design Meshify 2 Lite RGB,,ATX Mid Tower,Black,0.0,Tempered Glass,61.7,2,ATX,True,350,True
NZXT Phantom,,ATX Full Tower,Black,0.0,Unknown,74.3,7,ATX,True,400,True
Cooler Master Storm Trooper,,ATX Full Tower,Black / Silver,0.0,Acrylic,87.7,8,ATX,True,400,True
MSI Blitz,,ATX Mid Tower,Black / Blue,650.0,Acrylic,76.1,5,ATX,True,350,True
Corsair Carbide Series 200R,,ATX Mid Tower,Black,0.0,Acrylic,44.8,4,ATX,True,350,True
be quiet! Silent Base 800,,ATX Mid Tower,Black,0.0,Unknown,45.8,7,ATX,True,350,True
Corsair Graphite Series 760T,,ATX Full Tower,Black / Red,0.0,Acrylic,78.8,6,ATX,True,400,True
Zalman Z9 NEO,,ATX Mid Tower,Black,0.0,Acrylic,45.8,4,ATX,True,350,True
EVGA DG-86,,ATX Full Tower,Gray,0.0,Acrylic,74.8,8,ATX,True,400,True
NZXT S340,,ATX Mid Tower,White / Purple,0.0,Acrylic,38.4,3,ATX,True,350,True
Cooler Master MasterBox Lite 3.1,,MicroATX Mid Tower,Black,0.0,Acrylic,36.1,2,MicroATX,True,330,True
Phanteks Enthoo EVOLV ITX TG,,Mini ITX Desktop,Black,0.0,Tinted Tempered Glass,34.1,2,Mini ITX,True,280,True
Raidmax Vortex,,ATX Mid Tower,Black,0.0,Acrylic,42.4,3,ATX,True,350,True
Corsair Carbide Series SPEC OMEGA,,ATX Mid Tower,Black / Red,0.0,Tempered Glass,45.8,3,ATX,True,350,True
Segotep SG-K8,,ATX Mid Tower,Black,0.0,Acrylic,53.5,2,ATX,True,350,True
In Win 101,,ATX Mid Tower,White / Pink,0.0,Tempered Glass,48.3,2,ATX,True,350,True
Phanteks Eclipse P350X,,ATX Mid Tower,Black / White,0.0,Tinted Tempered Glass,41.0,2,ATX,True,350,True
Mars Gaming MC7,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Tecware Nexus M,,MicroATX Mid Tower,Black / White,0.0,Tempered Glass,35.4,2,MicroATX,True,330,True
Cooler Master MasterBox NR600 (w/ODD),,ATX Mid Tower,Black,0.0,Tempered Glass,47.3,4,ATX,True,350,True
NZXT H210i,,Mini ITX Tower,Black / Red,0.0,Tempered Glass,27.3,1,Mini ITX,True,320,True
Apevia CRUSADER-F-PK,,ATX Mid Tower,Pink,0.0,Tempered Glass,45.8,2,ATX,True,350,True
In Win B1,,Mini ITX Desktop,Black,200.0,Unknown,15.9,0,Mini ITX,True,280,True
Azza Pyramid L,,ATX Mid Tower,Gray / Black,0.0,Tempered Glass,45.8,1,ATX,True,350,True
OCPC MINI,,Mini ITX Test Bench,White,0.0,Unknown,7.2,0,Mini ITX,True,400,True
Chieftec SCORPION 3,,ATX Mid Tower,Black,0.0,Tempered Glass,43.3,2,ATX,True,350,True
YEYIAN Lancer,,ATX Mid Tower,Black,0.0,Tempered Glass,35.1,2,ATX,True,350,True
Raidmax Infinita i600,,MicroATX Mini Tower,Black,0.0,Tempered Glass,43.8,2,MicroATX,True,300,True
APNX V1,,ATX Mid Tower,Multicolor,0.0,Tempered Glass,70.4,2,ATX,True,350,True
darkFlash DPW90M,,MicroATX Mid Tower,White,0.0,Tempered Glass,48.5,2,MicroATX,True,330,True
Segotep T3 Aeolus,,ATX Mid Tower,Black,0.0,Tempered Glass,54.4,3,ATX,True,350,True
Ocypus Gamma C70 ARGB,,ATX Mid Tower,Black,0.0,Tempered Glass,40.3,2,ATX,True,350,True
Thermaltake CTE C700 TG ARGB,110.49,ATX Mid Tower,White,0.0,Tempered Glass,93.8,7,ATX,True,350,True
RAIJINTEK Ponos Ultra MS4,79.98,ATX Mid Tower,Black,0.0,Tempered Glass,46.3,2,ATX,True,350,True
Jonsbo D32 STD,,MicroATX Desktop,White,0.0,Tempered Glass,25.7,1,MicroATX,True,280,True
Enermax MarbleShell MS21 RGB,,MicroATX Mid Tower,White,0.0,Tempered Glass,33.8,2,MicroATX,True,330,True
Silverstone SUGO 17,216.37,MicroATX Desktop,White,0.0,Mesh,26.1,1,MicroATX,True,280,True
Thermaltake The Tower 300,159.99,MicroATX Mini Tower,Pink / Blue,0.0,Tempered Glass,53.0,3,MicroATX,True,300,True
Jonsbo Jonsplus i100 Pro,,Mini ITX Desktop,Silver,0.0,Unknown,25.9,1,Mini ITX,True,280,True
Jonsbo MOD-3,,ATX Mid Tower,White,0.0,Tempered Glass,93.1,1,ATX,True,350,True
Cougar Uniface RGB,,ATX Mid Tower,White,0.0,Tempered Glass,53.9,2,ATX,True,350,True
Thermaltake Versa H26,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Fractal Design Define R5,,ATX Mid Tower,Silver,0.0,Unknown,54.2,8,ATX,True,350,True
Thermaltake View 37,,ATX Mid Tower,Black,0.0,Acrylic,73.7,3,ATX,True,350,True
Antec Three Hundred,,ATX Mid Tower,Black,0.0,Unknown,43.5,6,ATX,True,350,True
Zalman Z9 Plus,,ATX Mid Tower,Black,0.0,Acrylic,48.3,5,ATX,True,350,True
Thermaltake Level 10 GT,,ATX Full Tower,White / Black,0.0,Acrylic,97.2,5,ATX,True,400,True
